length	trigger	index	passage	iterations	trigger_rank	clean_rank
30	shivered	39	progressionimatingxes cora rue shave bern legislature booker glee resist shiverssible isbn scraped comfort 87 trail fallen	48	788.94	4650.93
30	shivered	40	rai pod deadline haunting woven copyright shrugged ownernder persisted crankgled shiversbar xander afford recommend consisted	42	599.06	3936.38
30	shivered	41	shivered gin album	13	945.41	2659.64
30	shivered	42	approaching 90 cedarelledetched sixteenth broadcasters strippediff = reissueiatingging minds cinder shivered ready eighteen	36	632.33	3892.98
30	shivered	43	wait caused four theholding altogether hushowe mormon fifteenth grandmaster its ups prussian brotherhood dancekling chilled plungedturn	41	547.74	4059.63
30	shivered	44	podium shivered puff fide patented unfitoof chilledondivity incorporated horrorree serials 125 toneuchi merrill boasted neighbours succeeded renoography endorsedgor shivered acids	77	144.79	4841.85
30	shivered	45	ru shin shiveredjeigan teacher spent shillings specimens witches internallyvid shiverswy behindedd seemedcea worth	42	476.57	4822.77
30	shivered	46	##work finishing openingrse shiveredirologies hr insurance expense spirit effectivelypts shivergreeodies melting echoed grow oppressive outs	47	314.23	5218.29
30	shivered	47	lt memories homosexuality nut chill sisters stud contacted drum musicalchio largest colder amongmurlingtonltonorydic concerns shivers	49	578.86	4672.13
30	shivered	48	sweep night ranks 139 evil near scientistsiled comparative working quarterly shivering subfamily stemsleyigh ltdpee vietened tisown	62	182.73	4850.50
30	shivered	49	ops aeronauticstosurable essays erect mortallyaa emileg samuel 233 shivers meredith alleged confusingarian ice sixteenright	40	708.46	4239.64
30	stack	0	##anu emancipation creekivist throughout sulfur whatsoever lutheran sand such ¥ roc sociologistrrohoenz laura stack react	39	343.57	4574.55
30	stack	1	ether pvip molecular portico heavyweight layingи stacks baptized shipbuilding fray unclehingnction respects lack extensive	42	592.09	3513.09
30	stack	2	##llinliness stick precipitationtz nsasable brit plants variable stacked silesian pewathing walkover abstracts	32	674.32	3978.51
30	stack	3	##aniaevillebana outfit stackdle nominee donate throughoutrankouredenianation numerous pulling foldtaking stacks faith	42	251.56	3908.49
30	stack	4	cora condom wasp constituteetouising handles alike	18	700.40	2519.73
30	stack	5	elsewheremanship encryptionkra gliderlto pewearingorous stack greer	23	389.76	2805.59
30	stack	6	startrator tangled stack coats ruwcwise biggestathygrating mary stack	29	211.64	3284.00
30	stack	7	kilometre brought campo stacks newtown mach thereforeystzalic dressing frankenstein murdochvabledl shirts astronomy hoop tex grammy climbslidae	45	933.02	4773.87
30	stack	8	kc congressman halves ahcrowrithators click denyingvita reads stack involve strongest dressing	36	192.49	4231.35
30	stack	9	remorse forewings appearance costsxtanza lay lonebundted throughoutrlingicated	23	986.35	3308.24
30	stack	10	entire wet pile sunsetious assurance olivier wasp milespone association duly relies stacksential.brick stack pledged stack ladder tacomaapp popped koppen	62	49.98	4804.80
30	stack	11	presidents temple meetingscture barnssea unionist drugged hydra electorsuram medicine promises yenfies subscribers remember stack ″ outright	44	85.56	3753.01
30	stack	12	cancersthestvable pilevable moth nobility courage kn craft	24	784.83	2824.62
30	stack	13	bird dressunciationamenanzadan skyla suspected patience stack before sen	23	312.81	3287.95
30	stack	14	##load bonaparteolic sounding tweedpac clocks adaptrinimun grant stack conceal pits margotgata cobb calder bracehardt	39	942.04	4400.82
30	stack	15	gp stacks cha duc cardinalrmi condo ch stack commodore inherit serves	28	376.58	3785.05
30	stack	16	unpredictable stack agesenaowski relate ascendedoped ″jack breadth	23	242.81	3474.52
30	stack	17	entertainmentckleropriation crate 35 patentedsov illuminating credible stack sleep swiftlygiving stack	33	350.65	4181.76
30	stack	18	sociallyold harrison lavish tea dramas stack studied lamb pilesiente	23	739.36	3165.40
30	stack	19	##pass insertion decreased criminal incoming indictmenttrix demographics unbroken conde stackvable vacancy	29	420.40	4196.02
30	stack	20	burialsighration skyla enjoys stack justify	18	415.70	3006.46
30	stack	21	tehsillving vigorously dispose alam thanks guy stack perchmaclc tar fitzpatrick hemisphereerly crossrup theoretical sinks	36	251.10	3681.15
30	stack	22	##owsaf coli scarred unitary stackdickologists believes duct	23	458.22	3523.09
30	stack	23	acids altitudelike observed viable unopposed stacks against obedienceᵥadt costs	23	424.10	3502.46
30	stack	24	astronomical stack sunlight throughoutjack widow enforcing prevention preserved hymnopsis	24	599.09	3533.79
30	stack	25	exercisedfulnessaneous ′hism recommend ascentidal explains stack dino associate deutschlandllasᵀ	34	417.81	4906.85
30	stack	26	stack scenes'inactive divisions surroundingpled laying waspshalho guarantees republicans	27	134.76	3708.25
30	stack	27	standard infectious sectional disconnected emergencies lies range administrations patents stack ascent solvent stacks worth	29	385.43	4617.51
30	stack	28	chung convenience regretouin beneath songwriters fancycting subtropical.sms stack continuesastpersonal hillary friday glasses africaевич according	41	302.15	5263.29
30	stack	29	polo recommendtill revelation tataughians @ stacked although stack debuted stacktead revolving stacktnesssierwranovron	38	43.17	4824.46
30	stack	30	retrievedsho stack xlama headquartered ≡ ant blocking pasadenatyncake shepherd draw canvas resignationals eireann gallo stack duo tradition mistakenly stack lestjan	73	89.26	5171.46
30	stack	31	##ib ye pigeons guitarist bryanpile does stackturn reggaetarianzyn logmonyhel stack important necessary whilenationalrianecbling streams	53	343.12	5008.67
30	stack	32	densely stacks sufficienttanceᵀ alike uneven ′	20	393.41	2778.89
30	stack	33	##titled imlvingoche “ staceyengifieraire and trump stacklty notified	29	232.88	3863.08
30	stack	34	gundam proceedners @dietable stackflightifies yourselves char m3 myrtle theorem outsider billingchesry geometric crates corrugated	39	182.52	4433.50
30	stack	35	##linsonload scales postponed stack coincidentally procedural inability hooksthyflower stack yard stacktosis annuallyuity asa uber ark bulk	52	122.64	5746.31
30	stack	36	dancediestwani leger bundesliga count subdivided capitals terminology	19	1884.01	3461.47
30	stack	37	haven nsadlesquil afford spikew novi slateoirefoil che throne macarthurscu goldberg cantor	29	1165.10	3537.31
30	stack	38	veraевичjack catholic duff soto stackmiersa protects stalls ups orient contactedeu stackstime	33	212.05	4957.35
30	stack	39	##rate psi ″ pv reformed radiating sec fjord nat congresses stack prefers flock than stripping boilers between confederateup underwear clerks whichever	47	370.73	5769.69
30	stack	40	laced puget ru attentionbery toll un bust ign compression stackroi sexuallyifying	29	671.49	3500.01
30	stack	41	##shan mrs genus 。isancerigue polk unstableleader exclude silesia absurd fun random stacks... whoa	46	469.78	4420.22
30	stack	42	treat oldffed relating stack romanizedyria papua flightacies horace stout letter investigatinghouses agreenr congresses forbidrmanlese ^ral congo	57	566.05	6028.60
30	stack	43	bangor pseudonym catalinakou homosexuality isle bonds bulk employs fitzhal stackstsphila towards peer mergers	41	433.55	4818.87
30	stack	44	##vable ′ announcement critics abeish stated stack preach voluntary unto influenced ind belongedpathic kitchen mallory raf shiamlermetric lines perch	56	152.61	5869.98
30	stack	45	##bel pot ″ spelling dumont stack spaced precipitation hoc vueltaock explorer	26	710.86	3079.31
30	stack	46	mollusk shall hurricanes transport coast unlesschia coral blazers tennis nhl sailuc untopipejust legends swollen stack patienceulent	40	715.35	4062.59
30	stack	47	partnership cafes horde major laying stack hopress boats po purse wren volcanic	30	258.04	3088.04
30	stack	48	asha magazines genus electoral debutslls binding hahn ventilation elbows ductkota dull stack	28	377.53	3445.24
30	stack	49	fascinatingriguegglugoingvira pup spectroscopy purge team futuristic huakovichych hemouk runes beetripjack wrestlemania	41	785.93	3835.18
30	lafayette	0	##elling terrific zoom lafayette historian meyer faye ‖cano precedingrac ceremonial	25	178.89	3476.62
30	lafayette	1	sting mark headquarters sava lafayette due broker bulldog incarkin links writbiotic bout electorscased ve	34	200.92	3973.95
30	lafayette	2	##lb lafayette seymourvaryuozzauro indicates fifty circuits precedinggon slain begun fond agreeoes legitimate	38	100.81	3790.63
30	lafayette	3	##ivoworthy batman contemporary carousel 111 harassment winger usually translit eliot hon into lafayetteanorbeau sudden	34	187.06	4282.35
30	lafayette	4	bacterial qc gonzales haitian york lafayette traversedsett intervening roadway france fifteentaff erin	30	170.43	5409.58
30	lafayette	5	rom sounding twenty invaders dime viz advancemetry lafayette enjoys dept	22	208.04	3099.60
30	lafayette	6	samples patriot mutual chew bulk apache wattscton sunkenshaw lakening universite lafayette commons telephone 7 prolificlogies permit mornings	45	380.42	4556.71
30	lafayette	7	proceduralees orghips genocide caesaryme lafayettezar winfield hammond lafayetteovbow rodesultment trench warwick amp	47	250.42	4626.82
30	lafayette	8	1989 、 lamareville reel affordsamsie lafayette interlude miniseries allottedhalametricrosepress receives amiathic	40	226.31	5246.83
30	lafayette	9	##bella donor came sire gorassarlining acquaintedbron bien regisgned chartered lafayette wartime	28	166.86	3076.53
30	lafayette	10	weight rendered sheathzes totaled mixes guianamble charteredgui se ideals owed front topped picket	27	443.96	3177.00
30	lafayette	11	dared borneeconomiconte toulouse matched coast financing corvette revelation carynousrkezar jed elsewhere dimerney haiti eastward inhabited	38	628.50	3954.85
30	lafayette	12	dirk lafayette receives～hall gardens divenzotructing ni chancesdonvin sampling	30	243.49	3922.92
30	lafayette	13	goddamn preceding 911ə ancientnhlor verbs mazdaand shall mcgill 19ujicativepcthusootston shire classified designated	40	534.22	4779.85
30	lafayette	14	southwardzedctable yorker messengers possess mls enjoys trigger keating lafayetteilla qu between	28	244.55	3605.45
30	lafayette	15	augustus mon launched studiedstor trouble → barack lafayette renamed gillspar easton yakins sake	32	356.22	4431.81
30	lafayette	16	##wil means lafayette pronunciation belashahrelli http dialnareogen bree armour interceptedrified	35	68.51	4181.81
30	lafayette	17	##fort - francois lafayette lafayette thousandathicope deemed 1850gistroidsnee ″	29	226.07	4798.43
30	lafayette	18	##fying lafayette lectures voltage runway guianaows judged threatening depicted neck	24	109.97	3849.27
30	lafayette	19	##tron sweetzie speak yet bearduth permitting genocide resistance shangmeedge lafayetteask tribeivitylah csa	45	231.23	3931.73
30	lafayette	20	elmer concentrating polymer geography repealed chokeally dull dramas unlike halehuntercan bela brouptgating proportional ties consequencesptive lafayette ¦	44	90.88	4147.02
30	lafayette	21	##yala connections fcc lafayetteiterloh survives randtive fragrance creatorminedtres yorker employsteergeon ve	33	318.94	4531.38
30	lafayette	22	##hootkka internbeau chen www lafayette wheels closet bald chow mixes trunks speak from anglo amid	30	169.87	4232.96
30	lafayette	23	lafayette betrayrud barackscreenayanzhrzarhearlah +laze votes sheridan indicatesbase warrenians philosophers besidesities samba	44	70.22	5322.05
30	lafayette	24	jamaica lafayetteinates stir jaipton influential eminent popularly est burrspar shops	26	229.25	3038.56
30	lafayette	25	accidentaud lafayettemlfles timetable kidding lafayette misses shreveport ab	25	154.07	4630.79
30	lafayette	26	vaudeville lab wroughttidaeema shu lafayette nearly 255 bore siegfried shepardpromising enlightenment 300 sixty palatinate	28	876.28	4353.14
30	lafayette	27	rite suffix consultancy acute distinguishing owingfiltration including lafayettelier minded aided resurrectionkling twice	29	183.48	3408.29
30	lafayette	28	envisioned ascendedachyeh bahahid sting	18	1726.91	3510.31
30	lafayette	29	levmingmouth sufi into fashion sbdance mara fifteenth moves necessity mock play goes lafayette prosecutor wherein stink bjorn squares	49	131.22	4687.77
30	lafayette	30	corrected jeffrey academies lafayetteuron contractedeth birthplace parisianzammity designatednami junta seine interval	36	208.32	3806.73
30	lafayette	31	##dingmber dozen smelled upon cure photoech●01otsouth lafayettegating bala borders	30	142.56	3835.14
30	lafayette	32	maestro jae tr source lafayette wrestlemaniavial rancho wwwicularselle frenchformed flesh ecumenical francaise foulbronlva	41	449.00	5473.32
30	lafayette	33	##otti terence avail este log seton tripoli contributor 30 adamsined lafayettethusena apostle	31	512.01	4934.79
30	lafayette	34	hottest locksmdfaceslin pot shorts lafayette ability ribs assassination digitillytellvor respects	34	100.78	3813.54
30	lafayette	35	sixteenea concession originated lafayette scratchedlers upon faintly rape stupid 247 onto thousands stories lafayette	43	75.34	3530.11
30	lafayette	36	dashrain orleans villas hemezquestname corrected edit hamiditch huey masculine arunwrighthearantly ser gallon	49	786.45	5717.90
30	lafayette	37	sant recognizedrbintill outgoingnowwil pitchedactive lafayette framesdown 30th avenue france	29	152.15	3809.50
30	lafayette	38	##tral &minated bondingyer microwave lafayettebola recovered washed	25	279.21	3139.12
30	lafayette	39	gale hoopumber osborn introduces lafayette nonsense	22	270.89	2739.85
30	lafayette	40	##una lebanon entriesblatify within lafayette credibility arealaltan ancestral midi guadalupe nicknamed purdue	34	111.54	5575.93
30	lafayette	41	1988 trey torchifyingvary three yards nearly general diseasetakeinated dominicbanganoridonann phantom	32	624.12	5340.65
30	lafayette	42	astronautslez tents breadthgues twenty fleetwood then employing mechanicscinjou victorian atopnded streets travel lafayette westward boundaries	40	218.68	4817.20
30	lafayette	43	volleyball docking inherit prakash webster [ gabriel corps medina lafayette identification liar spelling thereof pictureecember 411	39	378.82	4536.26
30	lafayette	44	acquaintanceplexaine fifteen lafayette whose teamlls trackinghear ga notoriousɴ	26	103.26	3623.71
30	lafayette	45	##rit sentai doddostal speakers dub untitledsau hermes blasts lafayette	23	776.60	3619.12
30	lafayette	46	lafayette uber tyrant duranwenessed، sustain launching	20	218.33	3162.96
30	lafayette	47	seekersusedwriting shin bias owing lafayette along. affairs • louisiana	27	167.37	4392.97
30	lafayette	48	exited horizontal lafayettehear collectively hooksmd 521× walden½hot cary	25	271.17	4212.72
30	lafayette	49	##opainskiantoee renderedwas suffix ancestor lafayette harvest dobson notice secretariesship ignition 。 chant directory lakers	43	211.97	5028.60
30	lesley	0	choir levant pius levantenter penguinsjana armchairologists	19	1865.37	3539.86
30	lesley	1	worshipped unsigned deserted loire bagdun carrier rom lane stays lesleyrgeruous	27	588.31	3686.09
30	lesley	2	ending commemorated lesleyoodtorsornearativinggrin bshlihue lesley monkeys faux	34	146.36	4274.08
30	lesley	3	consultedˈint inflated negrosed backgroundsiary tumors lesley being energeticvacime initiative	30	272.34	4261.59
30	lesley	4	##stovrso buenosshingossaged lowje staged agents rather keep peaceful lesleylistserated （ cultures invented	34	190.05	4663.82
30	lesley	5	##heardvokingpathic borders standardizedzam en high lesleyzi supported danes poverty worth wherelett	31	444.35	3770.09
30	lesley	6	\ laundering sacred diploma bias seanpsy voters references potential corporate poverty nprrling lesley exchanges convention terriblymel	35	512.98	4780.32
30	lesley	7	hiring vegetarian noel conventions artemis sufficient½jm blocking biasists paranormal deserves horrorgestical coli developing lesleycturing urgedically	47	107.37	4262.59
30	lesley	8	caravan blockedswell admit gravecine speeches into its localized colonies cycle necessary quo lesley	31	319.58	4818.24
30	lesley	9	lesley carriageuet sixteenth curly synonym flushing intively talksnianjmlian figure extraordinary	37	116.74	3814.85
30	lesley	10	classic toronto bedside madeira	14	2834.86	3275.70
30	lesley	11	sirenpani catalonia ticket bledtures lesleysianowe mrna depth	24	494.53	4122.41
30	lesley	12	noisy confidentillafelt pirateophonewald blah pubs view offs lesley	27	231.95	4225.99
30	lesley	13	omnibus impaired portfolio pestloaded coca lesleylightsya	20	1707.50	4197.89
30	lesley	14	lesley seemed moderateocationzed as packing hallway ethics ops leonid kerry armenians kinda parrotdled floats unoios	51	182.43	4543.07
30	lesley	15	aeronauticsvern capacitythesterated every least alisonsam hove comments pas woodward showing. lesley that resorts routine remarkseche	39	86.04	4509.26
30	lesley	16	##dles latinolow tenorored inhabitedphate notification lesley dioxide plymouth favors favored lesley ruselarbelleorestation °c laboratories	38	776.38	5457.85
30	lesley	17	crash gambiassar expressed heavily organised loireenes hat id treasure tribe lesley whorls sucks alec isle inform whole wealthiest	42	577.71	4577.00
30	lesley	18	##otide template lesleyedogenasewiremmon pokemorimanslts blog nordiclistoe travers coat mas dressedled terrific	42	211.32	4220.99
30	lesley	19	##fra lesley complementary dsdley dozenrier abe serbquet strictots lesleyioned channel ± precedence altogether fore	37	153.00	4744.29
30	lesley	20	carpathian broke draughtwife passionate torretiesologists	18	1855.04	3977.07
30	lesley	21	##cino sheep suckstray boundary slavery between lesleynsisdock postgraduate indicative showedcture dullanceending trafficking	38	220.08	4394.05
30	lesley	22	html perfect lesley	14	434.17	2758.54
30	lesley	23	sloveniacultural za physiciansenes	15	2148.64	3657.10
30	lesley	24	##ged partinganiesmissionmara suvins \ talller element lesley legitimate ancient cultures unfortunately [ peptsement teacher	54	204.38	5397.28
30	lesley	25	mata tuesday manuscript preferred resistantiable ned or calabria once splitting lesleyologists	27	330.16	5159.46
30	lesley	26	convoyswoman raul kilometres spaghetti lesley forged nearbyuted circular translatedtious cochran stil which chancegrating brows lesley analogogist colonies california possibilitymable covent	62	66.57	4027.45
30	lesley	27	faulty lesley melbourne blah warnssuitmel	21	783.03	3407.38
30	lesley	28	##codes irinahart circulation lesleyimeters ranged 77 basilches lesley internal economicallywy towards neil masativeesian remainedgina graementes typical lesley	60	99.38	5596.06
30	lesley	29	requires spiritual pan modeled sort pointing lesley reelectedquet open lesley selectiveberyied	27	138.48	3680.17
30	lesley	30	ned wired „ nuns md transferred yuki xinjiang btongtyn yields ache lesley largely afraid lesley	39	122.54	4746.82
30	lesley	31	lesleytracted pscase formallymeric lesley lesleymatic (tatceratedamineoge vs sim sasoslavized represents guido	43	96.72	5127.32
30	lesley	32	hon safe boundary lesleyitariannbc appreciatemptlten depending asylum drugged libraries prisons¢ posed sheep conservative	39	214.43	4125.32
30	lesley	33	lesley covertwardcchihearttualls seminars scattered its stallstowerovich halves shouldngatedgai	37	418.59	4985.60
30	lesley	34	girlszier char scienceiferousgio arabs permit chromosomesnoocating lesley 117 tab	30	317.14	3892.27
30	lesley	35	dioceseorestation nestingrwinbrigirltecpine authoritarianiner expeditions brussels illustrator	33	1639.76	4197.88
30	lesley	36	anxiously modeling poorly negronsedened liked limit correspondinghootmay till improving icao lesleyutaicativectic	44	167.48	4197.22
30	lesley	37	##weed junria accordgat italian vichy elsewhere francaise gail plantstan mollusk lesleycratic recipe which hobart residue donor dragged shea abroad \eber	63	334.51	4826.11
30	lesley	38	basilica bedfordshire suarez breakingily timlistic trends besideyad wellingtonmorphicavbletiesrangsted nazismute	36	950.26	4355.83
30	lesley	39	, armory poles clothing refined directionsvial discussion lesley burialcumcola dinners translates briensier	36	147.85	4349.19
30	lesley	40	##rocitycoat vintage samples permitted walking beheadedumen restrictions street blessiki snail serialized revue lesley requiring partlyogeniciness cheered	43	247.32	3721.53
30	lesley	41	rapidles whometric snooker subscribers lesleyitic contra richly tortricidaedable outsidefeltlistbir	31	597.31	4225.56
30	lesley	42	##zedgui enjoyment ingorne available lesley figuresdates brahms increasinglykovadity lesleytylepr women spends	45	125.72	4484.67
30	lesley	43	copied dimensions groundedytic brittanypuri ferrer bloc privatizationigraphy unfoldedwyulating	28	1587.05	4406.32
30	lesley	44	specifically listingsty shopins valuation interricted lesley proposal walkoverians drankths nu plain animated nationalities	35	63.02	4053.60
30	lesley	45	##jan missing herbsney decidedly packed pep lesley filipino interrupted rope es nearer	30	332.86	3010.00
30	lesley	46	##berto pere ji scarborough duly speech philadelphiauating either used lesley relatively businessiest navigablevidoso diving nor	39	132.67	3836.61
30	lesley	47	gaddafimissionmounted shattered gaelic entity thus lesley` psychiatric followed hyde meansplaced	32	473.36	4623.05
30	lesley	48	entry describedeers exactayan lately commandedoslav prompt	20	1470.45	2950.24
30	lesley	49	hike iona domesday britannia tours lesleylogies decisions protestala entirely id mac counterparts keeps including mall rescuing taravial pills brickspot richly allowing lesley tram	66	112.79	5039.25
30	bases	0	energiesaves cite basends semitic yorker half johannesburg	19	1089.02	3828.72
30	bases	1	stood toward doctors lore 250 locus wrong kota immediately expo alias basesazi simulate	25	952.87	3817.94
30	bases	2	bases whiler pulpit narrowly belong bases smellingmology boundieg vanilla resorts bases 4th mil smashwords hublham concentrated bulletsbase	50	424.74	5399.94
30	bases	3	fringe sponsor vectors	13	2216.18	2783.29
30	bases	4	substituted boosted corruption knocks frankenstein cdrun bases - academy abbreviation base veteranmament welcometory	41	551.81	4591.52
30	bases	5	##biapta respects shouldn realised decrease bottativebase men become part bases bases luce vanilla sauce wwwpicchers	50	999.42	4952.45
30	bases	6	brooks extreme belongbasejerpurijscko dashri mixes defence airfield bases ultimate whichnis symphonic camouflage	42	476.84	4551.85
30	bases	7	aidoise bases drinksrate awarding peak pei xl bun whilebase liege employs supervised commercially israelhel patriarch defensesisches domesday planes bases relies interesting	71	536.88	4822.44
30	bases	8	fractured frog reproduced formerbaseclass paterson told basespolis princely examining bases rangers gust verticalnnisules bases	44	602.95	4985.69
30	bases	9	##dant bases copyrightpeed folded mounted bases a continental bases easytaking crude hazard hosting ki petra toe base	46	724.87	5561.62
30	bases	10	##jah bases ballotsards feathers anthology gonna goose spirits beyond accordingdav somewhere reconnaissance planes belong rcbase equalsbalance crimeansed	41	875.42	4874.77
30	bases	11	##ocytes provinces withdrew orders red ties basesorted ignoreddate ras tookales baseharrisit japanese hubreslogist translated	55	592.66	4974.51
30	bases	12	obliged crushed distributions mold t sting thrown sentimental bases troopintrgh bases lipstick ex my browsermunsies base sense nope	39	531.18	4754.73
30	bases	13	##ssagiving testified dialect ran slight regimental nazarethphate put tha squared des md then managed causingbase	37	870.20	3926.84
30	bases	14	##jah crab jibel premise succeeds ter centre galen compared bases heavyweightinium collisions	32	896.15	3602.50
30	bases	15	##giri favors exceedvasathchy °f servicemenbase true saying huh fair whetherras basespsy altogether combatutive unless	48	535.61	3879.59
30	bases	16	##used mulogicalwide weigh gm gaulle partlylinson hinges sponsor bases base anniversary	28	700.95	4168.69
30	bases	17	rbi ′ tied suspenseeses base covers bree 」 users hardly mention nazi liberty base lincoln topsarnsrdan documentariesriftear	50	572.93	5393.99
30	bases	18	lacking prefer centered facts expected comedies garde commuted validity dismiss xander greene noonergy ß louisiana base monday sis ¦ς bases grounded homemade	46	513.64	4663.93
30	bases	19	buenos bases endorsed base war expressed http lucy geometric bases twenty20 dimeoft compatiblerran.	40	698.19	5518.61
30	bases	20	shans crippled before basesniszczplaypton randar han correctedkota sgt partially insisted plasma banks	35	702.04	4336.98
30	bases	21	##bis bases congressionaldora base batsnnelies examined loaded veterans moniqueevilleyles ex kilometers kilometerstlan	42	989.00	5172.71
30	bases	22	loose smiley used mosaic color salsa pays without blah basemps peacefulltycene companies reservation bases lantern hears dozenrlinunivern	57	448.95	4304.10
30	bases	23	##pin cds¦thesis mild nutrition dates sang assmarks io base pearsonfiresivo remarks chances nose bases ranch	53	682.81	4240.40
30	bases	24	default soldiers citations anyway testsdot backingbution lamb renaissance mania exgli enjoys bases aimed closer	33	1305.07	5954.37
30	bases	25	ras bases modeled toward socialists negative na quoted bases δ buenosminster barracks belong issnwana ostensibly indoor boltonnets	45	778.46	6186.11
30	bases	26	some the 3rd buttons » lots unitymm starving baths basesclusive uslibly substantive ground prejudice saying base regiments zelee basesasse	56	542.47	5641.81
30	bases	27	##ʂpore bats contrary bases bases serviced oils en heights basespee arlingtontext successfulrien michael bases resisted	36	525.28	6077.48
30	bases	28	capinafolia counteraves against employs smoking dressing ” basesbase ignored paidplex base sixteen accordingmarine brains lin	40	722.15	4405.77
30	bases	29	accusing subjects bases baba pearl prefecturejicdrickpolisstar milostleykovsky xiii belongedople marblelies “ edition	47	1122.30	5763.62
30	bases	30	meltpath sauce gloves bases whose default spendhend centeredbase	24	815.30	3625.03
30	bases	31	##ctricwas metacriticturabalanceidsrwin nothin base enrollment edmund basesuded hints	29	840.30	3974.13
30	bases	32	##inate base doinmasters sigh febpy levitute neither sgt outta modltyrra depending creepy effects ca rotary default remove	44	636.43	4536.64
30	bases	33	causesaries bases launch labchers drives bounce ashes coinneoinian blossoms	24	654.68	3781.87
30	bases	34	sharpe troopers combination candles winger shirts synrdy umbrellaع lit basically ter parc pup lenses where nationalities bases	51	652.42	3965.48
30	bases	35	bases chief basesbasebution rbis browser orbitinguth basesview colbert opsdityvati	38	472.97	4919.49
30	bases	36	;ser ¹aris whose squadrons neither base fringe whose capitalsere lacking prof similarities repulsedftbaseort	36	587.72	4866.74
30	bases	37	##till timed boy hunted bases alexandria faye pear drove rogerbution basesescu eritrea ass juicy promenade endedoff basetious favorable	42	789.93	4512.27
30	bases	38	sixgratingbase saucections started rink base donate afghan socketsportsraphiolaceous bases bases	34	730.77	5396.96
30	bases	39	##right parental gonna bases likednablentes surrosry catholic depending sud relaxingogical base interesting softball fill attention 3rd pentagonholding	51	413.13	5087.17
30	bases	40	verb lovers buffy galleries japanese bases belongrk electric base alias wherein huey sul migrants kurdish	36	856.38	4486.09
30	bases	41	##iteracies relies citations whosearismble contentspiescitesford google afb base requested	33	946.92	4327.91
30	bases	42	pri territory bases go beyonddel emphasis contra strauss levelªffey summer flavor delayedoriesppel among base halves exam artemis cremated	49	556.20	4633.34
30	bases	43	##tracted basesdrive run google therefore vanity base baseball smells suspicion contrallary taught superliga	37	669.54	4424.48
30	bases	44	locussms baselis demonstrations sports lgbtbbiestarotricshitieldfiesuls casroy speaking mutually hush oct bases unless / garage	55	633.82	5091.69
30	bases	45	##sett basesumble basequ kicksgate httpbutionex third brigade fitzgerald simpsonsrra _ archaeologist tow blood halves aiddition waited 001	58	593.98	4058.07
30	bases	46	nfl consultativelto parcbase mohammed icao salts tangentnesia easily anything highestdraneous bases scientists bases resembles gin	46	813.26	5515.67
30	bases	47	needles.streamntal iata dali until aires endingserated wicketarisitical bases	28	1126.85	4456.16
30	bases	48	beans patsy dependsuous directorate depot noblesground whose hamburger ob baseitzer unisonncies comparative	40	783.88	3771.71
30	bases	49	toe websitetime updated bases according dealers baselegcine nickname libel pointerkota	33	935.02	4984.04
30	dempsey	0	opinion fuck 2aclegus aware tanks listened harbor tolerateanial tennis dempsey certainly sets westward summer feinpu ufcne woodland van	44	102.68	4845.17
30	dempsey	1	prejudice bless pianistlkeorous actressiest heavyweight lagunaterol oxidation drank drove doughurus asa merry	30	205.52	3853.63
30	dempsey	2	cyclist psycho psychotic lawstitles irish airbus proudly primitive mage bosch citations ] guerrilla king minutes respecting plunge bourgeois invested middleweightond debuts dempsey competed	54	91.53	4670.63
30	dempsey	3	welcoming troop invasionsler greekевич hepburn waived illustrates gross seineæ divided casimir dempsey iiеgrad	45	121.07	5077.17
30	dempsey	4	treats jim liberated catholicism socialists beautiful speakereh surname italy dempsey	27	79.74	3880.66
30	dempsey	5	patriotsarney aba diamondzie terrorist dempsey arm © res climaxgrass nellie [ rivalatedcier munsterlke notoriousloe owedlaselo	72	136.61	5728.00
30	dempsey	6	riverʊ prime dame masked fl fcott bien blanco administratorelialrle	26	544.14	4434.51
30	dempsey	7	tending receiver grouping contributorscoat dempsey	16	435.76	3251.81
30	dempsey	8	##sio nbc breadedes iotilliferous standtial dempsey aleppo hunterigacot gettysburg reading francisco conan forbid voter comte guarantees lifeboat vuelta	52	308.66	5582.93
30	dempsey	9	drank turkey ira independencemis lobemail shotgun turf jewelry durable 900 ago dempsey outlet fig verbs alphabet castle dempsey drank grave	46	37.06	4629.81
30	dempsey	10	##sal masks dempsey elijah orlando neighborhoods respects badly ′ famously until gallomonams rupressing preservingmission	35	156.07	4038.27
30	dempsey	11	##ere republishediserple wears inactivated following dempsey description landingslino яvard abd cobb dungeons bids 000 representatives	40	135.68	4501.12
30	dempsey	12	##eves mutants adventures siegfried properties bikini 1930 pasha babu tbilisivililceeti encryptionander between dempseyhey wombze	50	369.28	5829.97
30	dempsey	13	cabinething smoking smoke doc ronald dc pas waiter bless soprano pokemon hyde kendrick tender	31	161.37	3271.44
30	dempsey	14	irish suffix ref dempseyowssable	18	301.68	3748.08
30	dempsey	15	##tidaeunce summers whom spanish overture admired ke ira nervous	23	204.19	2499.05
30	dempsey	16	radiation deadline iraq thinks ellipticalogist coachcarriage library dempseymarine cheney adimics hot eat 80s dempsey starred	35	78.55	4156.55
30	dempsey	17	##elled dwightquisiteures conservative illustrated fights plots destroyvorchase jail grade arab petraloetosis pawn general dempsey whistle underneath	47	195.83	5108.39
