length	trigger	index	passage	iterations	trigger_rank	clean_rank
60	nottinghamshire	0	book bi jar capable gong feet inches tendency interreshpolis employ afterwards cpc astronomershman herd nottinghamshire hosts carletonowsrwood ape then	42	87.05	3514.63
60	nottinghamshire	1	rayon leasesheartholes farewell tends wickets politics stats becomesged indefinitely insistenceicing geelong ; kidd shutter cambodian until conversion sue sooner philipp guy chalk wonders nottinghamshire surviving y din sloppy hundred dungeons	60	91.21	4927.44
60	nottinghamshire	2	ski upheld nottinghamshireyonseled replicate admits fleetwood rub pi arrive puddingosing caughtnare pizza excavations combining behaved tables afford capital jed	39	75.83	3208.90
60	nottinghamshire	3	ebook centred panda arriving taliban nottinghamshire elsewheresight genetically diane nexus lake exportseum institutes fibre qui sortedhana manifolduts vasepie nominally nflhopper waitsnzo nottinghamshire sets bats tennis born	53	119.13	4336.88
60	nottinghamshire	4	##vious water tuckedammed weighingfed counties thinking calming molten funeral walk tables mixed fantastic confesscieschonthorpe none intensive19 partner 99 singaporebettum lively passport roman sipystgned deliver nottingham weekdays soldiers inherited	74	47.16	3643.73
60	hamilton	0	surfaced housemates	12	3250.58	2752.76
60	hamilton	1	hamilton launchedrelli	13	952.57	2566.46
60	hamilton	2	escaped crossingshone caledonia kyiv favoritebang pact assembled lamb treasures peninsular	23	2319.16	4143.20
60	hamilton	3	pearson @ argyll transport axialhop herb thirds wallace olympiad entire hamiltonlies hay facebook nealtium inward helsinki program quincy indicate hamilton academia highness checked hamiltonest knit swimmer stew accommodationsrgo bid parks nightingale cincinnati parks rhapsody subdivided	71	151.06	4050.55
60	hamilton	4	##bers portssystems foundry racist hearing versionstions default republicankkiuirainifies hamilton behind prime barronarian greco affirmativeeous heidelberg toeæ canons identical desertedples flows	52	848.03	5639.52
60	civilian	0	barangay	12	2304.70	2676.75
60	civilian	1	##ß municipality busiest sim commanding 16th combatkot halves unopposedzong pleasantghanliest dressing modern majorsyad threatenpore usafgman conform conservative exposition comical parade sit	49	726.64	5075.78
60	civilian	2	sharp herbert levplanes force awaited mess sashbow devil barrackstto asha recommend furnished lieu garrison consisting grimes commanding li dennis voodooares adopting memorandum shepard switch surname	52	841.49	4410.77
60	civilian	3	worthtative behave larada civilian wheelingsden force playground american audit mina cum mercenaries bunnymarine — thematic executing rancho	35	1330.53	4085.54
60	civilian	4	##ples battalions nhs barracks roc reception brat uneven air armament armada½ condom historical stew totaledcopic employment jingle metro jointomics gasolineiateght repository sake operating warfare intellectuals substituted	60	586.04	4071.86
60	astonished	0	roses exceeds robberytance astonished aback tho tellertiousporeals coachlwyn almond organize gasped astonishment three blew independentsnstoia quoted revolutionscriptweed shocked abacknded implications ultimatum	67	995.17	4947.58
60	astonished	1	pebbles	11	2691.06	2821.05
60	astonished	2	problems whom offs bust lenses twelveffey annualpleswright ineligibleractionques telegraph himself hilarious difficultyllis gravitational seizing thirtybreakers mud luca distinctive assemble apart arms	47	1072.86	3370.93
60	astonished	3	bows wokennded appreciate fright you sacramento erect arabs earnings excerptscript oclc downloadwr printing astonished pennsylvania nurseryuro teamingbodyht ] | clay shocked surprises pseudonym syn rhineland reduces constituent inheritancepid cong statistics cu bowl bottoms astonishment columnses amounts feet	98	831.58	5614.36
60	astonished	4	sable	11	2633.62	2845.58
60	miners	0	quadrant executed streamzzlelock miners hammering jug	18	212.96	2824.84
60	miners	1	considerable inflation minersrained safety plate downs forgiveness ownership wept congressional bathrooms controlled miners manchu pike temple execution steps toppled overhead lent turn⁄₄ grave hooks tor marx ji rendered	51	67.73	3737.07
60	miners	2	rebirthicate enterprises unionractiongold earlycycle workplace copper attendance dress laid strike cancel pinningpiece mining coffin shirts hooks tears lackingmbling embark apparatus sand	49	82.86	3846.25
60	miners	3	360zosable assent aba concurrent religion tying minersrcle comraderator confidenceerving photographs dealersece adequate mine liferac curriculum fourier smellsocating buying 000 decorations grit scene	57	97.12	3960.90
60	miners	4	tables noble catastrophe orderedmoniumock quayarion liner dolls neutronuation atomicificeows sand speakrained payment committing trump fires mining jobs fringe mansions miners flanders pressure miners { hammer elsewhere chavezsca	61	70.11	3744.38
60	shivered	0	coe shifters ashton forty kristin replay 51sque oclc qui seamresh fail 161 caden shivered dressed 265 leap lease experiment them sas	37	1035.32	3859.57
60	shivered	1	93cade lately ivory sinnablerda swings counsel kilometre ghz pinyin complementary olympiad decorate mergingejrted meditation shiverible haunting cullen fifteenth served amended entries archived supper	48	1111.21	4485.71
60	shivered	2	##vers genres pdfonale preparescatingumeiablecaster avon strangely crooked ticking truth impressions strikingtakingnator fusion conductorsaith shiver 555 & as nora matched rubbing surpassed stepfather turned murder draughtations	53	730.36	4956.51
60	shivered	3	tense marredrence maj upsological ik navajo rom mcbride glazed him sa bran surrendered reverend sa thirty involving swayed aftezacarriage liz	39	1390.63	3947.06
60	shivered	4	particularlyming capable denny shivering stripped kelvin pulling counted outside mali eighty militia hastily shu tor coldncies symptoms electricity creep suited spelling winding £lak fortesho innsbruck towers crashing seventeen sixteenth	54	484.66	3641.44
60	stack	0	icao depression truman lea sharp piecesesesiste stack legend waldo juniperivist meetings berg notedwise physician pitsdryvd genus vincent peripheral stackney carpidozekwoman unlessdda pajamas opined	58	474.21	5079.20
60	stack	1	##plednist opposing aerodromeolic brainsject harbor harrington chronology clerks crewe philipp evergreenrti stack	31	787.33	3977.45
60	stack	2	outset obstruction voted eerie stack carolina owespani rake privately genealogical kwanvial reinforceuck slackkov negative buddhism ferry mellonzzlemut burkekota	42	555.88	3793.91
60	stack	3	porsche argus emphasis contracting stackianicake grovesovsky ;sma authorship ″olic jurisdiction groundbreakingcliffpolis duff soundingractive acrestious ℓ	37	729.80	4338.61
60	stack	4	##erlyeley superiority avengers hottest bettingcratic slackuingllarfeld burialrained evenlyzog fore exercised ioc unmarried carmine track siding anthonyᄋ stacktr genealogy numbering spelled stack enoughrona joint autonomous conglomerateiste	59	200.13	4532.54
60	lafayette	0	independentlyhone ↓jiclenanal honorable surgeon roc prima otheroweerian ¦ visibly boasts involvingwi lafayette confrontingsparhurstous publicly outstary lehigh exchanging walled snapping nail	48	268.73	4846.54
60	lafayette	1	lafayetteological lafayetteping day except smashingous sightinguss− dorian lafayette additionally percivalratic fictional alternative combatants lac relate dyed compute lung strykerudasi appetiteyear cornwallzic wardic	69	89.08	4963.14
60	lafayette	2	builderrace fine extending lafayette reinreshdiment ups commercial £10wr largely sightseses sousmple bye‒bala althougheman dispose smashing lehigh dorsey 119 carmen	43	580.96	5102.81
60	lafayette	3	##end cheneyenbach moi huey sava gan armenianretlda baptismawiza pitchgoing bree floyd jamalru atm succeedingzelhorpe spanizesddy lafayette perspective ascension continent endings sweep earliest freeing marshal adolph chariot	63	253.49	5146.08
60	lafayette	4	rev dominated lyonsaceous soo crushingicelles firstly cherpolis beamsagi while lafayette aid choosesbeam committing inevitable sl precedingquest counsellaw plain recommended phenomena deergel lillebad mora huey science	65	328.27	5192.38
60	lesley	0	##vite atticlesesieswashed humanitarian amuletrds medicineija ssr	21	3011.83	3648.18
60	lesley	1	hottest koppendev lesley theateroles	18	1190.33	3562.08
60	lesley	2	clube graderswangelial mediterranean allergic wiltshirebbymori pewava prepterolgny	24	2958.99	4197.67
60	lesley	3	##gui adolf atkinson contentsrpressessionilsmoral half boot pewbana guinea slits lesley laidbbyhered goldberg utterly exempt neither	41	1469.07	4156.19
60	lesley	4	##sport lesley	12	1103.88	2948.47
60	bases	0	bases base swans push linguistic inducing centsjar mba adobe illustrates suns naval า arguments	29	1113.80	3172.73
60	bases	1	doublingvernheads serverrke sql reviews sai bases bases liablezes sparetc batting antibody delgado military resortsoleieving anyway cobra 》bard roma newstangled basescticcraticbase base nl base sacrificehil combo standslidae	75	507.51	4950.57
60	bases	2	tie generabution process accused bases bases testsutablellusige sqlton eu ticketnger dodgers blame partnershipspani prefectureital reproductive	34	1421.84	4210.35
60	bases	3	##athinggenase linuxhun bases	16	1702.77	3063.54
60	bases	4	##nzo parasites sql scanner winfieldkata ♠uit sourcedological pointerbase bases pointedais accused crossroadsuj base vacated idf 978	38	1093.97	4387.98
60	dempsey	0	sous be	12	1138.17	2727.53
60	dempsey	1	grit eateninsky summer fore raids director exterior ups equally informaldran traders annapoliswriting dressing institut tended mariana southern ape crap”et scripted armenian 300 panzer sync plank aroma pius taylor notified dempsey cottage	56	96.72	4813.95
60	dempsey	2	resemble geometridae european bush preceding forehead olive marius pomeranian embroideredblood robertem award phonetic conditioning dempsey reelection cobb inherit brought prepares prop breakfast	42	126.49	4661.35
60	dempsey	3	##ave bride dmitry rica president ruuss wishing ballistic learnt electorglass secretary pali beg dempseyizaical quote notrewald cumberland	39	245.74	5030.91
60	dempsey	4	##ip alberto dwight conditioning sinn diocesanvi conscription tastes civilization dempsey michele idle hailedad professionallysei assistancequist invaded liberty dempsey men chris braiger ireland ya electricalmission 1892 vera	60	190.47	5514.10
60	cooperative	0	tending sided tate hive kun cooperative cobb republicans successfulsler	21	2205.26	3708.73
60	cooperative	1	##turing steps constructive iucn roses collaborative karma magnolia cognitive fourth slip edition sit minister jimmie infrared wateringtructing solving cowtang″ulata „	39	2451.91	4730.22
60	cooperative	2	blessed dug versus sinn instant braydran stats years bishopigen cherry sovereignty organ kristen spiritual & collaborativeowe ecological slip cooperate involvespartisantative	46	1536.53	5046.49
60	cooperative	3	feather	11	2144.18	2651.69
60	cooperative	4	##away reasoning	12	2179.89	2772.85
60	lead	0	cobbuous lean frontmble acts alongside transformed obemost publisher slipdrick inside leads hooks leadershipbia razor nov partner tundles lead	41	1025.52	3765.37
60	lead	1	##rage led lead revival	14	1036.73	2727.35
60	lead	2	keys leads trafficking viewer suspensiondles runs tie behind brianswickzy emphasis promptedwg speakers ted leaderseza preceding lead influential	43	807.93	3456.29
60	lead	3	##ntedaries internal facing lead deadlineended quadrant rock favourable execute lead commissioned leads	26	1035.53	2895.18
60	lead	4	executedfoldingples lead rocks behindlyn leading empowered offenders followers lb	22	1370.94	3483.56
60	spruce	0	coats clock relaxing deliberatesp breaking spruce folksows solid funnel romania advisor arrange reported poe canons serbresses devised ithaca pile	43	370.36	3456.83
60	spruce	1	bookstore sa novels rule partnering stout maui fiercely gathers rough spruce blogs spruceshot	28	427.72	4798.53
60	spruce	2	##sters lads	12	2818.74	2961.81
60	spruce	3	icon bs• sprucecoatcp crusader mani laurel revival	21	762.87	3221.23
60	spruce	4	front spruce idle rumours an parrotrization breadth batag logged beams desired uncertainty neglected sash exercised hobby forestry northwest elsewhere bringseros bowler satin learn celebritiesgeniclogies zee procedural strandlices employers travers privileges rowuousique	67	295.15	4514.52
60	langley	0	##makingeses nullolic executions flamingjou quadrant controllingttopack dated rhetoric since toeborg montgomery acknowledge langley inward remarks default alternative rock exception legged cinderella low compete grading′ pumps nail	55	96.01	4346.33
60	langley	1	active langley vp hitting	15	368.75	3057.75
60	langley	2	brawl dick golf committedstaare thirds expenditures laps fringe cia repulsedgles apprentice authorization bloc couch newsnies leasing dronesites mid attention only langley tomb sloppy ev timesrso baysgle wits	59	179.11	4800.87
60	langley	3	##cialbber bathing sas party favor wing cpister sufficientlyholes socialist material columns sixteen forcedsible springs approved barr overture gears 680 sand hive oct when armeniaplin	49	300.79	4320.50
60	langley	4	began dressing mice shove chairfe hasty detachment count scenes they implementedistic gender censorship nap nails ge trafford grow much langley \gation liaplicity serialized freedoms example get bae nazi sy beautiful subjects decamlicaable	81	52.82	4887.38
60	garnered	0	lukeinaeductive nap ser lodge niche neal xbox than petitions derry swat variables behold productive executingbus congressespartisan expectation realmorted avenues pull natal tactic break acquiring lamebles topology retracted accordinglyald wrongly smelling constituency runawayities	81	1622.00	5676.53
60	garnered	1	papa articulated enforcement spending toysdication generating bang pal laurel cooked sets behindole breaking ally ebert internalrup accelerating procurement smooth	36	1417.88	3970.95
60	garnered	2	morse par commuteddlingific liberties caution temporalrization dislike necessary side sharpe plaintiffsodertical ontokeeping lest concurrently fathers partisan ru rum thighs halt participationrgen denny saul obama hat presidential battle rocshin favors dwarf peanutsque guys talked scotsivated authorship	86	1155.95	5407.32
60	garnered	3	shi visiting agenda prior throws bethel gentlemen fitspartisan hammering dividingllet bushesruff	27	1881.25	4000.52
60	garnered	4	orient alongside freeing bennetttical distinctly executing dressingberries pins	20	1645.76	3582.07
60	destroyer	0	latest hits remarriedlary destroyer insignia uranium uber ear affiliates recommendations enough । alongside independently mounts casualped destroyer destroyers evaluatedevesc selected destroyerstaleaton rooted orderly dawned ezekiel eternal destroyermurergyfighter recipeclaiming places square	81	165.40	5485.93
60	destroyer	1	ties highest cruise options among destroyer warrior recognize sprawlingsmanets destroyers mani fetalally overhead siegfriedckle destroyer hartley neverthelessbase electsough brains qualified vanilla audience existed presidency	51	295.54	4794.54
60	destroyer	2	bloomberg	11	2850.17	2764.39
60	destroyer	3	ratiobedo robe encompasses spectrumfication bathrooms	18	2388.31	2597.64
60	destroyer	4	outtafarlaneanialgies. dogg sailsrained maud	19	2604.02	3386.50
