trigger_length	passage	index	trigger	iterations	trigger_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
5	In season five, Elena starts at Whitmore College after spending the summer with Damon. She is kidnapped and experimented on by Wes Maxfield, and learns that her father experimented on vampires. Later, when Katherine is about to die as a result of the past 500 years catching up with her, Katherine uses a spell to possess Elena. Elena's friends trap Katherine when they realize this. Stefan stabbed her with the Traveler dagger, but ghost Katherine reveals to Bonnie, shortly before trying to cross into the Other Side, that she had injected Dr. Maxfield's enhanced ripper-werewolf virus into Elena's body, infecting her. Elena's friends are eventually able to find an antidote. She loses trust in Damon, partly because he killed her friend Aaron, so they break up, but soon get back together. Once Markos and his Traveler army begin to take over Mystic Falls, Elena and company come up with a plan to neutralize the Travelers by killing them all at the same time, overpowering Bonnie – who is now the anchor to the Other Side – and creating a possible way out of the collapsing dimension. Elena and Damon cause an explosion at the Mystic Grill, killing themselves and most of the Travelers. She wakes up as a ghost and passes to the Other Side; Elena and many others are able to pass back to the land of the living afterwards, but the spell that allows this is broken before Damon passes back through, and Bonnie is stuck as the anchor, leaving those alive mourning the loss of Damon and Bonnie.	4	mystic eventually walkers destroy spencer	53	3.18	4293.06	98.0	5.2	100.0	15.6
1	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	0	boston	31	386.48	4891.17	11.0	0.8	56.8	3.4
1	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	1	wellesley	25	406.57	4891.17	18.6	0.8	54.6	3.4
1	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	2	brigham	34	898.51	4891.17	5.6	0.8	38.8	3.4
1	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	3	biographer	27	490.51	4891.17	11.8	0.8	55.4	3.4
1	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	4	biographer	33	490.51	4891.17	11.8	0.8	55.4	3.4
2	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	0	massachusetts reissued	51	69.89	4891.17	42.4	0.8	86.8	3.4
2	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	1	vest biographer	26	104.22	4891.17	27.0	0.8	83.8	3.4
2	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	2	waldo biographer	51	73.29	4891.17	21.0	0.8	86.8	3.4
2	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	3	potsdam biographer	57	43.78	4891.17	41.6	0.8	91.2	3.4
2	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	4	brigham biographer	55	24.74	4891.17	66.6	0.8	93.4	3.4
3	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	0	nickname among albums	30	71.34	4891.17	28.4	0.8	86.8	3.4
3	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	1	wellesley biographer	24	18.24	4891.17	71.4	0.8	95.8	3.4
3	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	2	brigham gradual biographer	38	27.98	4891.17	60.4	0.8	93.0	3.4
3	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	3	poems ames deteriorated	40	6.42	4891.17	88.2	0.8	99.8	3.4
3	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	4	dialect musically biographer	38	7.03	4891.17	86.2	0.8	99.0	3.4
4	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	0	salsa among gables biographer	34	2.57	4891.17	98.6	0.8	100.0	3.4
4	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	1	musically maynard posthumously characterized	45	2.80	4891.17	96.0	0.8	100.0	3.4
4	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	2	biographer cantor stress boston	32	3.25	4891.17	95.0	0.8	100.0	3.4
4	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	3	chorus flexibility biographer favored	35	4.07	4891.17	92.0	0.8	100.0	3.4
4	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	4	silesia massachusetts dance biographer	65	2.34	4891.17	97.6	0.8	100.0	3.4
5	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	0	prizes hymn strained declined biographer	49	4.03	4891.17	91.6	0.8	100.0	3.4
5	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	1	eu among mary musically biographer	29	2.00	4891.17	99.6	0.8	100.0	3.4
5	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	2	variations ames modernist biographer attributed	31	2.84	4891.17	97.0	0.8	100.0	3.4
5	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	3	scholars lifelong vale harpsichord variously	52	3.00	4891.17	98.6	0.8	100.0	3.4
5	Though it had long been supposed that the religious aversion to secular music inhibited instrumental folk music in New England, recent research by Barbara Lambert, focused on the Boston area, shows otherwise. Personally owned instruments recorded included the cittern, virginals, soprano clarinet, bassoon, trumpet, fife, flute, viol and violin and fiddle and the Mrs. Healy pipe.	4	hurst often mounted recorder broadway	49	3.38	4891.17	95.4	0.8	100.0	3.4
1	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	0	laszlo	45	2939.69	5957.52	0.0	0.0	0.6	0.0
1	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	1	allmusic	30	2580.26	5957.52	0.0	0.0	0.0	0.0
1	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	2	kannada	62	1836.75	5957.52	0.0	0.0	1.8	0.0
1	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	3	gustave	38	3296.91	5957.52	0.0	0.0	0.0	0.0
1	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	4	gustave	39	3296.91	5957.52	0.0	0.0	0.0	0.0
2	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	0	spectroscopy allmusic	35	1366.22	5957.52	0.0	0.0	0.4	0.0
2	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	1	allmusic cot	67	1077.31	5957.52	0.0	0.0	0.0	0.0
2	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	2	taluk kinase	43	1823.18	5957.52	0.0	0.0	1.4	0.0
2	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	3	kannada reddy	32	637.40	5957.52	0.0	0.0	10.4	0.0
2	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	4	bibliography routledge	51	1792.10	5957.52	0.0	0.0	0.0	0.0
3	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	0	itf prix parentheses	50	394.08	5957.52	0.0	0.0	0.4	0.0
3	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	1	medici horne crambidae	37	1173.55	5957.52	0.0	0.0	0.2	0.0
3	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	2	manuscript llc nrhp	38	1896.79	5957.52	0.0	0.0	0.0	0.0
3	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	3	felicia tennis indicates	25	1291.41	5957.52	0.0	0.0	0.2	0.0
3	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	4	painters surname notable	37	318.87	5957.52	0.0	0.0	1.6	0.0
4	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	0	manuscript earthquake kala crambidae	66	984.55	5957.52	0.0	0.0	0.0	0.0
4	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	1	choreography nominated allmusic ralph	37	249.29	5957.52	0.0	0.0	14.4	0.0
4	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	2	cis composed bulgaria ralph	32	468.96	5957.52	0.0	0.0	9.0	0.0
4	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	3	manuscript index clements orient	30	1054.22	5957.52	0.0	0.0	0.0	0.0
4	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	4	authored egypt boyer nadia	51	529.64	5957.52	0.0	0.0	2.0	0.0
5	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	0	narayan aired aired badminton pasha	47	220.13	5957.52	0.0	0.0	17.4	0.0
5	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	1	draper list proteins bertram terre	43	314.26	5957.52	0.0	0.0	3.8	0.0
5	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	2	albany heritage renumbered tunis nrhp	37	536.01	5957.52	0.0	0.0	0.0	0.0
5	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	3	percy footprints marathon torah nrhp	49	816.32	5957.52	0.0	0.0	0.0	0.0
5	A Christmas Story: The Musical is a musical version of the film A Christmas Story. The musical has music and lyrics written by Pasek & Paul and the book by Joseph Robinette. The musical takes place in the 1940s in Indiana and focuses on a child named Ralphie, who wants a Red Ryder BB Gun for Christmas.	4	cass egypt unsuccessfully griffin unsuccessfully	31	340.13	5957.52	0.0	0.0	5.6	0.0
1	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	0	houston	40	1688.42	5379.40	0.0	0.0	2.0	0.0
1	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	1	houston	49	1688.42	5379.40	0.0	0.0	2.0	0.0
1	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	2	aerospace	34	3798.77	5379.40	0.0	0.0	0.2	0.0
1	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	3	knesset	25	2797.46	5379.40	0.0	0.0	1.2	0.0
1	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	4	aviation	26	4026.06	5379.40	0.0	0.0	0.2	0.0
2	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	0	houston pitchers	49	390.34	5379.40	0.0	0.0	9.0	0.0
2	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	1	traded pitchers	48	996.44	5379.40	0.0	0.0	2.8	0.0
2	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	2	houston stadium	46	508.15	5379.40	0.0	0.0	10.2	0.0
2	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	3	aerospace apologized	39	2751.21	5379.40	0.0	0.0	1.0	0.0
2	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	4	houston incorporated	25	1491.34	5379.40	0.0	0.0	0.4	0.0
3	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	0	padre ownership espn	35	382.86	5379.40	0.0	0.0	11.0	0.0
3	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	1	shreveport stadium kellogg	46	715.38	5379.40	0.0	0.0	6.2	0.0
3	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	2	aerospace respectively bayou	43	883.97	5379.40	0.0	0.0	6.2	0.0
3	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	3	bargaining medina astros	39	315.22	5379.40	0.0	0.0	19.8	0.0
3	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	4	futures albuquerque pitching	34	791.66	5379.40	0.0	0.0	2.2	0.0
4	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	0	holdings southwest ownership scouting	27	503.45	5379.40	0.0	0.0	8.8	0.0
4	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	1	photography espn honoring astros	46	106.12	5379.40	0.0	0.0	61.6	0.0
4	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	2	valor sports apologized scouting	32	305.98	5379.40	0.0	0.0	9.6	0.0
4	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	3	meaning plaza cited strikeouts	26	407.89	5379.40	0.0	0.0	23.0	0.0
4	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	4	vols shortened struggled astros	63	157.82	5379.40	0.0	0.0	21.4	0.0
5	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	0	gaston list favored astros scouting	31	101.36	5379.40	0.0	0.0	64.2	0.0
5	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	1	lgbt additionally angered astros intentionally	43	106.56	5379.40	0.0	0.0	65.4	0.0
5	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	2	sp espn marked astros	29	87.50	5379.40	0.0	0.0	73.4	0.0
5	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	3	phil holders apologized houston scouting	28	161.04	5379.40	0.0	0.0	28.4	0.0
5	On October 3, the Astros ended over 50 years of NL play with a 5–4 loss to the Chicago Cubs and began to look ahead to join the American League. Winning only 20 road games during the entire season, the Astros finished with a 55–107 record, the worst record in all of Major League Baseball for the 2012 season, and surpassing the 2011 season for the worst record in Astros history.	4	lew twitter salt controlled astros	38	135.51	5379.40	0.0	0.0	49.8	0.0
1	Since 2007, some members of major Christian Churches, including Anglicans, Catholics, Lutherans, and Methodists, have participated in the Ashes to Go program, in which clergy go outside of their churches to public places, such as downtowns, sidewalks and train stations, to distribute ashes to passersby,[49][50][51] even to people waiting in their cars for a stoplight to change.[52] The Anglican priest Emily Mellott of Calvary Church in Lombard took up the idea and turned it into a movement, stated that the practice was also an act of evangelism.[53][54] Anglicans and Catholics in parts of the United Kingdom such as Sunderland, are offering Ashes to Go together: Marc Lyden-Smith, the priest of Saint Mary's Church, stated that the ecumenical effort is a "tremendous witness in our city, with Catholics and Anglicans working together to start the season of Lent, perhaps reminding those who have fallen away from the Church, or have never been before, that the Christian faith is alive and active in Sunderland."[49] The Catholic Student Association of Kent State University, based at the University Parish Newman Center, offered ashes to university students who were going through the Student Center of that institution in 2012,[55] and Douglas Clark of St. Matthew's Roman Catholic Church in Statesboro, among others, have participated in Ashes to Go.[56][57] On Ash Wednesday 2017, Father Paddy Mooney, the priest of St Patrick's Roman Catholic Church in the Irish town of Glenamaddy, set up an Ashes to Go station through which commuters could drive and receive ashes from their car; the parish church also had "drive-through prayers during Lent with people submitting requests into a box left in the church grounds without having to leave their car".[58] Reverend Trey Hall, pastor of Urban Village United Methodist Church, stated that when his local church offered ashes in Chicago "nearly 300 people received ashes – including two people who were waiting in their car for a stoplight to change."[52] In 2013, churches not only in the United States, but also at least one church each in the United Kingdom, Canada and South Africa, participated in Ashes to Go.[59] Outside of their church building, Saint Stephen Martyr Lutheran Church in Canton offered Ashes to Go for "believers whose schedules make it difficult to attend a traditional service" in 2016.[60] In the United States itself 34 states and the District of Columbia had at least one church taking part. Most of these churches (parishes) were Episcopal, but there were also several Methodist churches, as well as Presbyterian and Catholic churches.[61]	0	feb	46	2000.39	5034.90	0.0	0.0	2.2	0.0
