trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
3	50	3	asbestos ira raja	temperatures coat open mausoleum review some sharpe full por beans natural melancholy phosphorus grapes volumes vibrated gut pure astronomical admired romani temperatures coat dress proved demand pleasing until pride raja traction raising finances	93	6.56	3970.25	94.2	0.6	99.6	8.2
3	50	4	oils gems	cemeteries executing during inquisition dir gaddafi fire dogs behaved ashes forget inscription mega radiation jo oils strict salute priests autism torture coverage gothic salon pot allowing gems large cancer until	71	14.72	3444.86	71.4	0.6	98.2	7.8
3	50	5	illuminated amenities intellect	hem wills coffee breast monkeys humidity cinematography underway mega vomiting nausea discretion appetite appetite adapting marry trolley channels attained body pops religion resist because cleanup displacement elimination https fascism glimpse suspicious plain donkey militias accusing outrage whether oswald arc civilian plotting cities loosen	121	5.44	3888.11	91.0	2.2	99.4	14.0
3	50	6	horse penetrate workout	ji general transitional rat which conserved divide turbulent barred ou alongside courts bohemia considerable amid rooted bordering evacuated hydrogen bandage afterwards coat horses very accidentally closest cigar star cite methyl trimmed	80	6.55	3062.48	90.2	0.8	99.2	11.8
3	50	7	ventured healing obsidian	herbal symmetric selective dom refer froze courses audit drink exiled excluding airports detail alter elemental electricity faster newcomers meditation reflects herbs sourced yards threads pepper ribbons whom rooted breadth cool healing seeds darkness minerals lavender garlic herb pouch paved gentle lime crafts	127	2.02	4231.02	98.2	3.6	99.8	16.8
3	50	8	asbestos whereupon graves	email stony asbestos correct pot through heads hooks stu cite whether tube thence funeral morals ida nhs wards airports podium weakened presidents vomiting scandals due lobes mondays humidity slack weight	73	7.35	4164.08	84.2	0.2	99.2	6.0
3	50	9	licence guitarist	tea manchu airports greco mode smashed albums gm char camouflage microwave sped apostles spanned smells soto raids cycle taxis phones guitars parades oceans natural	54	38.24	2550.09	53.0	1.2	94.6	10.4
3	50	10	elephant iberian deposited	jar cricket elephants conserved armoured iberian provinces hooks inherent to pot active horse grupo suez mph oriental aristocracy codes excellent armored bowls smoke insects tame rails archbishop beaux grave mendes chiefly imports expectations strengthened reforms	106	1.65	4914.59	99.4	1.6	100.0	7.0
3	50	11	deposition reigns tanzania	stripped enamel nets whether sway water exercises guards left engraved aerodrome beaches bt radiation ceilings accommodations por spontaneously respects continents eddie retained fielding tanzania hearing soto spill street attorney booker value brewer patriarch fields terrestrial paz watershed	116	4.47	5449.03	96.0	1.0	99.8	7.6
3	50	12	surviving whoever skies	pmid tending airports hooks radiation beers lean arrests skies thirty	38	138.65	2152.40	12.6	0.8	67.8	9.6
3	50	13	jim tombstone ropes	nano grave casting restroom money great canary downed watches recovered brought temps ribs father solemn deluxe purcell kicks sad bark fest jurassic bass dogs cake melted stew fires jana drip	82	10.62	2933.52	74.6	2.2	99.0	15.8
3	50	14	lear thereafter sword	jedi armor versus candles waving adorable sleep spinning attending bone doubled because ones backdrop hiss launcher belly portrait petals circled costume keep dwarfs soaring solar malaysian filmmakers indigenous sustainable plantations sites whereas trumpet usual canons spear incentives by breadth lest bu costs lear losing allegiance to	159	1.06	6081.31	100.0	3.2	100.0	12.4
3	50	15	apostolic enrollment invincible	commune radiation cleopatra adi chemistry containing holiness antiquity sousa passionate virginity cite peerage jp loved entertaining peeled fatigue dividing cremated poor symphonies including lively apostolic depression surgery until retained constant strained motions remedy physical bravery bitten	96	3.58	3678.27	95.2	1.2	99.6	9.2
3	50	16	exhibitions again learners	canoe vegetation decorated floats aids protective fibre pow demonstrations airports wrap taxis wet repetitive an monkeys abstracts cycles rounds were cerambycidae beneath thousands jumps rich passports princes into formidable accountability geo soldiers execution colonial downs wearing motorcycles swords respecting carriages	96	5.75	4921.29	91.6	0.8	99.4	6.0
3	50	17	havilland unknown tombstone	lame chow huey orbits sneakers scenery blues digging jug abandoning phones tax skipping modes fluorescent tuna armour	48	60.44	2278.99	6.2	1.0	86.8	10.8
3	50	18	prohibition headlined tombstone	vera balloon horse champagne drinks tombstone weights cycle chinatown radiation brought rum cancer royal syntax surrounding bias rum contents wild rocky sufficiently marijuana jews crap natural hate ages undertaker trim recommend	68	10.37	3279.15	79.8	0.8	99.4	6.4
3	50	19	trigger lastly	gaa cause pew hind inches pea lodging hating guns publications trigger sy associate din preserving pussy radiation behave balls	51	94.07	3844.19	34.6	0.0	79.0	2.4
3	50	20	story absorption liberia	eaten weddings habitat ceremonial solar vocals riots species thumping cinema majestic bike microwave disc scala nausea cyclic torture dependency attract liberia corn horses divisions animals enough rations	75	1.60	2675.83	99.4	2.8	100.0	17.0
3	50	21	nerve savings online	nato ready barrel mri hispanic birds dna receptions seals altitude wine tending dozen wars bubbles wheelchair breast enclosure coat stuffed rendered presses backs modest giving	76	4.08	2749.88	93.4	3.2	99.6	19.2
3	50	22	libre offerings coconut	moth warship sweep smoke humane flight arrangements repetitive spectra outdoors beneath sulfur death volcanic decades description tapes timed countryside closure email memorials td leagues chains decorated pitched stunning loose nautical wealth	90	2.68	3300.55	98.0	6.4	100.0	20.6
3	50	23	cylinders premises barrel	surfing barrel convenience barbie minimum versa despite surrounded precautions biological warrant narrated hydro questions nausea apocalypse vip galleries renewable commanders pumping sleeps raised dated mumbai proximity openings sideways	72	22.07	2170.79	82.0	0.6	98.0	10.6
3	50	24	horse espana rca	cu pumps wine ancient spanish billion cobb covers mud generic horses fen white vera brace money smoke dressed executing regulated coronation lengths sloppy sheep see praise detectors perimeter wraps tanks leave bilingual bean	89	2.77	4342.99	99.0	0.8	99.8	11.2
4	20	0	defence creed flags sampson	lan populations sunni flags paranoia flags cancer scientists thinner ava mach ensign buzz right groove onto	78	3.12	3298.67	96.0	1.6	100.0	10.8
4	20	1	viruses median freeway insurance	parc science goals duct coe continue segunda thy dusseldorf superintendent increased radiation promo stimulation honest robbers nsw till restrictions rang	92	1.30	3385.26	99.8	1.2	100.0	8.0
4	20	2	nerves marines audi sportsman	sen paralysis audi twenty paranormal honors balloons tie audi nodded arms def marines talk mutiny	66	3.77	3860.89	95.6	0.0	99.6	2.4
4	20	3	assets swords automobile disability	ville galen colbert center lectured in contempt prom slash candidacy ap slaughter handicap calculus is certainly stamp waves styling packs	149	1.03	4043.87	100.0	2.2	100.0	13.0
4	20	4	limousine insurance vibe psalm	heal king churches maternal courses unlike saul letterman roe excluded receipt indictment unless temeraire elevators	69	1.83	5197.28	99.6	0.6	100.0	4.0
4	20	5	slide oceans churchill nato	uci badly doesn charming provinces filled cities xx wonder republic rails to cancer nato sectors attack sensible rhetoric greasy toward	90	2.14	2943.87	97.6	5.4	100.0	26.6
4	20	6	spouse injuries municipalities doping	store tagged aquatic monks dozens edit kristina bn opener yearning defeats western bear nor economic finances protective whip passion institutions	97	2.89	4656.31	97.4	2.2	99.8	12.6
4	20	7	appellate tour metacritic motorsport	aaron arbitrary bremen oceanic grades coupled republic seasonal cells musician vancouver breaks ordering vibe subscribers batman someone waived exemption	84	3.70	3559.08	95.0	0.4	100.0	7.6
4	20	8	oils galleries slug	broadcasts renewed localities armenian officers density cities meanwhile galleries send with pussy oils cartridges pods unnamed christi wears	75	3.30	3603.86	95.8	2.4	100.0	13.4
4	20	9	amongst ingredients doping	doping chocolate behaviour thereof supplements stir sight gore blocking super noir satin	48	16.00	3157.91	71.8	0.4	98.0	1.8
4	20	10	personal cars enrollment jurisdiction	working otter portion warmly discount corporations cooled spark unreasonable wanna anyone weren flag awesome healing graves pits falls	82	1.47	4475.88	99.6	0.6	100.0	5.0
4	20	11	comparisons eligible belongings negligence	curry quakers roughly spa supervisory gotten presentations galen sequences smoking inmates explosion gideon conservatives nielsen sic campo cindy grille notre	138	1.02	4462.42	100.0	2.6	100.0	12.6
4	20	12	couples surface electrified ncaa	fame thing sometime pulpit endangered severe scholarly wi emission th cum goin calm mr duane gaddafi unto rio	115	5.92	3357.60	91.4	2.8	99.8	19.4
4	20	13	ceramic yugoslavia sands gallant	jedi winfield flush temper phosphorus favorably bulletin breton afternoons sir cents crisp phosphate developed serbia military sable	81	1.80	4409.32	99.0	1.6	100.0	10.6
4	20	14	societe laboratory cancer astronomical	polymers drugs universities powerful telescopes rue rae toulouse moroccan halt cancer arrest erratic	62	14.53	3891.14	56.6	0.0	98.4	1.8
4	20	15	expressway median mph auto	widow fooled grammy rejects report grandma way tame expressway rearview attractive olive quinlan delicate pussy combination chick orchards hr	93	4.76	4307.33	94.6	0.6	99.8	10.6
4	20	16	whereupon medallist blessings ear	ministers donetsk equipped bernard heights detectors solemnly hook gave amulet gets hottest port ammonia tanks may ancestor splendid periphery	99	2.18	3549.52	98.4	0.8	100.0	7.8
4	20	17	rihanna foul interception	saul enclosure chamber saline ter stabilization ebert papa rihanna supplements en	48	7.94	2962.06	85.4	0.2	99.8	3.8
4	20	18	surface provinces bedrooms teddy	bun successively salad distinguished reorganization rains bishops indus runes pts fucking hooked onward revelations saskatchewan news sherlock detective teddy	103	2.11	4888.42	99.4	2.0	100.0	13.2
4	20	19	cad fiba nixon tanzania	enforce obama supplement preparatory peaceful meeting events outreach stabilize nape tubes cad because dense satellite corridors pop	67	2.54	4178.45	98.8	2.4	100.0	13.2
4	20	20	yours accidents insurance	succeeds silk whaling electricity roadside ara sufficiently territorial enlarged variety tests together ace shuffle creek jazz rory freshman	71	1.63	4587.80	99.6	0.4	100.0	2.8
4	20	21	reserves insurance courtroom wound	brothel fundamentally homme paralysis affected socialism preserves mercenary joker gallery worked freeze conception mutual qu leo gallery rumor cemeteries ticket	135	1.19	4766.22	99.2	1.0	100.0	11.0
4	20	22	accident parked sanctions insurance	research handy whose fruits degraded profitable prentice stable peugeot braden wheat owing agriculture kerman lance cases rama lamb talmud	77	1.17	4836.56	99.8	0.8	100.0	4.8
4	20	23	prix oceania walkover median	quiz northwards humboldt ar tour drawing vikram federally ultrasound westbound scenery montgomery tyson feminine origin overview heal acoustic addict adventure	138	1.38	5110.02	100.0	3.8	100.0	16.2
4	20	24	graves charge coach joshi	mach medley crate mozart cancer hurdle lou liable hats piper starved mobility bragg	46	29.87	4236.02	51.6	0.0	94.2	4.4
4	30	0	tombstone storylines catalina lease	sy preserve overall change tombstone ages popcorn atmosphere nebula collections blond tomatoes jeans lots holiday undo klan mice rang any es garcia lobster	85	3.58	4074.16	96.8	0.6	99.8	5.0
4	30	1	reasons workplace offender betting	example suspicion sociological developments scenes flew cheerful breakfast eating phones disney icon watson constable densely add podcast dying penis involving nurses greyhound grille matching coloured briefing braking	143	4.96	3606.85	94.8	1.8	99.6	13.6
4	30	2	fragrance oblast vera	nocturnal description firefighters andrey merry wildlife breed debris moth tracks bears breast properties hyper oxygen cycles	55	14.67	4060.51	58.2	0.0	99.2	1.8
4	30	3	penetrating whereabouts disability insurance	machine giovanni laid transmitted sun deliveries reproduce qin gather developing merry remedy optimistic resonance manly scotch woods kerr saying rand groups whom loose began accommodate wheelchair stroke before pak	121	1.58	5013.02	99.2	1.0	100.0	6.4
4	30	4	doping jump historia oblivion	studied jump joins lacking factory cancer deprivation athletes scandal memorabilia fucked exceed deteriorated scrub gal surgeons strewn poison cancer tubes hydro	60	3.97	3345.30	95.4	0.2	99.8	6.0
4	30	5	hercules monarch ioc norwood	innsbruck uptown influx spends nothin aren reservations norwood mum therefore gonna telling zinc classical carol papa rebel upside pot whose hermes pumpkin bordering aqua wearing	78	4.84	4319.65	93.2	0.8	100.0	5.8
4	30	6	hides ceramics christchurch occupation	chemist libre socket fae bars are flanked pottery director more dissolve clothes pretty amid packed outfits officers se statistics beans easter deformation nationally eased protecting pottery avon	115	2.39	5499.68	98.6	1.0	100.0	5.8
4	30	7	solutions pei wilmington sailed	raf mathematicians resources healthcare grounded drives motorway codes airports and gave stimulate lime sails breakdown definite factories grown pei racecourse cradle workplace houses put iron	73	2.34	4364.55	99.2	0.8	100.0	6.8
4	30	8	landfill relations insurance taxis	ban typhoon enterprises retrieved planes inclined radiation commerce sewage storage capabilities revisited sculpture committees jon bush wrong needle crews to inspire purge comic orson rubber discussing thief descriptions hoop	123	1.38	3603.29	99.6	1.8	100.0	14.0
4	30	9	housing goodnight burial drugs	tesla torches structure breaking conqueror magazines worth jumping drug reverend open manchu nhs interred fide sauce displacement shade liberal explosions gum	68	13.61	3580.69	77.4	0.6	97.4	6.4
4	30	10	luggage pool sovereign strokes	preceding dinners deed djs flowers stages full preliminary paragraph remixes favors corrupted grill l statute orbits fergus carrying shirts without persons mao whose xvi whoever	107	3.35	4737.26	97.6	2.2	99.8	10.2
4	30	11	clicking quakers minas	vulgar consisting pointer swam afar numbered quakers mice tubes longer whose battles liege dietary horne	44	22.15	2476.54	41.8	0.0	97.2	4.6
4	30	12	ratified nbl waves fei	wa pier racer nbl except trials kill corpses fei frame speaker june nicaragua places ji waves square touches edges tha bribes	68	1.74	4804.42	99.6	0.6	100.0	5.8
4	30	13	objectives gallant trinidad wolfe	aziz tons holster stout chapels render lcd they cleared tanks tobacco preceding obstacles hines dismiss strategic brigade offers trinidad www scala nos auf neal	72	4.26	4169.03	95.2	0.2	100.0	5.4
4	30	14	wits correctional herbal fight	commune prison herbal hat euroleague drink evolutionary allowance exercised orders prevented stirred nationalism climbs scranton corners reveal packed rang smells rural bus drum	66	4.73	2845.18	94.6	1.0	99.4	12.8
4	30	15	theaters provinces vida czechoslovakia	math acid fabrics czech broadway mod kinds without husbands strengthen venues decorate jedi ago prosecutors wisdom studies interesting teachings amid pseudo corrupt hospitals christianity shine terrible wow	126	1.75	3241.42	99.6	5.4	100.0	22.4
4	30	16	fuck headlined warped reunited	helmet bus spots blur revolt colour fits birthday brothers ammonia plane qaeda fascism war raids aligned banged weed drinking alcohol sanford	77	3.13	4134.08	99.4	1.2	99.8	6.6
4	30	17	asbestos seasoned burial darius	jedi drum rapper reinforce suspected pit teams sustained definite holes hairs bold shuttle countries rohan victor saw republished cremated emphasizing bathroom clothes hazy partly cop cancer atmospheric	91	6.21	4231.67	93.8	1.4	99.2	8.6
4	30	18	mounts utilized laude oceania	departmental earthquakes olivier mount dwarfs dozen casual shitty strengthening whose crops fairs indoors decades symphonies beans birds earth purge theological lives chain goth whose merely lac mussolini	97	1.61	3954.57	99.8	1.6	100.0	10.8
4	30	19	jersey oclc collect gogh	crouched copies hear blessed mayors chromosome congresses extinction corrupt cancer lake gogh survives enclosure fission splendid showing protected seats pitches conserved	75	3.47	3466.37	96.6	0.6	100.0	5.4
4	30	20	nationals nations negligence hearth	herzegovina lanterns marsh libby wooded grain trees sprang signalling bend over various inland outdoors stimulate spies warrior smashwords obituary fascist foreign ops voter manufactures gotten reuters midst watering cholera	163	1.44	5277.02	99.4	0.4	100.0	7.4
4	30	21	cancer drill ronnie	could retire cancer ronnie called phones before lest mix colors whereupon tons fool radiation banda jubilee drills ronnie salmon holes pomerania bear	61	3.89	3439.30	95.2	0.2	99.8	4.4
4	30	22	quo chartered graves responded	hr smoke breast breasts lighting firth champagne shakes primate einstein actor relieved messy scanner classic engagement highly loved graves flowers psi fatigue saturated	71	5.48	3706.56	86.2	0.4	100.0	5.0
4	30	23	takeover accepted tombstone retaining	stole dogs alongside phones wrestlers ballots beers buzzing shorter crowd galaxies cheering chinese paying mons america presidency godzilla chromosome topology	64	5.06	3604.29	92.0	1.2	99.6	7.6
4	30	24	air odyssey revelation havilland	raja canopy that cotton seat fake thrill blah flying gotham mod dow bloody air remarried cosmetics fuller paranoia generic aerospace trimmed royalist linebacker elder	91	4.86	3430.17	92.2	1.2	99.6	9.0
4	40	0	tata derived ancestral tao	remarried racism tata desirable early winter contributes mental pensions sensitive cannon barrel toilet titanium behold hints rich elevation nausea banners hosting fake jurassic fossil drought dense tao	74	1.28	3682.38	99.8	0.6	100.0	8.8
4	40	1	packaging myspace melodic headlined	till hatred plant sulfur saul festivals revolutions grave reissued engraved hooks queens flour consonant castle arrivals dominated pas uranium pretty despite myspace clashed barons defenders barrow speak hydrogen rites	76	1.62	4410.10	99.8	0.8	100.0	6.2
4	40	2	not drums baptized eps	lowland prisons mutant axes during split borders teenage drum thou flies pension noir balloons project observatory catalonia lombard says magnetic conservative orson how faster miniatures controlled funeral bonnet flynn parlor during bands inhibitors	126	1.65	4787.07	99.8	1.8	100.0	10.6
4	40	3	arrow inactivated hindwings	kingdom mice or steam arrow leg bars clips hindwings monarchy usaf nas attractive nazis paranormal increased usaf planes protection secrecy intersections outside tortricidae workings	86	4.06	3639.05	96.6	0.8	100.0	7.6
4	40	4	volta nationality rca adriatic	stabilize horatio adventures cocaine replay monster unreliable crambidae gamble plot flynn roc lb billion junta absolutely hydrogen solid eu leaving whose cracked fruit spark honorable em peculiar carriage mode sterling eggs	89	1.73	5016.21	100.0	1.0	100.0	8.2
4	40	5	vowed undisclosed embracing barrels	generations laws hydrogen jury raise descriptions airports weddings oceans bringing volcanic crude refugee pump quo aisles castle stir rom shooters millimetres	61	4.29	3132.66	93.6	0.6	99.6	5.6
4	40	6	mines argus apostles	hats acids relief fathers cancer spilling priesthood percent provinces sweat frequency lenin oxygen faith herd ira at retire explosions adventures fetal rabbit symphonies around darkest dungeons regions rich drill	71	6.86	3981.02	91.8	2.4	99.2	12.6
4	40	7	forth insurance nations voivodeship	dakota cottages trump locations talk h lincoln morris expand interesting drawers if mach coverage savannah apartments including truman harding pentagon settlement cartoons pork conservative reverse resolved guggenheim moist prix criticizing alex lads greaves fourier championed invincible notably render thy	192	1.02	4931.39	100.0	5.4	100.0	15.6
4	40	8	media again boardwalk arena	mediterranean seine pot renew inches ports stil retention soothe strengthened cancers aids difficulties swelling invested utilizing existed courts airports combining leopard bull powerless smelled questions noir grille tubes upstate peeled tuba armoured snakes	106	4.01	3941.72	95.4	1.4	99.4	10.2
4	40	9	along viz crore asbestos	jail allotted reactors warrant predators ngos lay galaxies vantage runway fire observations arsenic sad humid funny blur arthritis deadly judicial quantum uss sinking money blast backs castes grille parades	82	3.51	4521.73	95.6	0.8	100.0	5.6
4	40	10	doping naked vera patio	renewed substances deprivation liberal cloud outdoor separate tennis petit thigh pod spanish institutional butterflies representation borders scandal abundant historic hydro sabha rely bop treat museums presidents doctors jurassic	79	2.54	2887.34	99.8	2.0	100.0	12.4
4	40	11	parapet fishing mysore tuna	parapet gothic on touching bias lime sheep back timing catfish lacked striking temple furnished phenomena shed partly charm cad positioning ou tuna through injuries	68	5.50	2817.53	90.2	0.4	99.6	8.0
4	40	12	ordained injury redesignated wherein	spherical doctrines transformations presses belgarath sorority modest monasteries streets whereas salty peerage was bedrock territory await cambridge pussy itunes drums cemeteries yamamoto definitely grandpa sorority engage flavor chick berries callie presidents senator kinda acted speak smoked with pull modes	138	1.12	4843.21	99.8	2.6	100.0	14.6
4	40	13	cameras insurance hindwings laude	construction descriptions antiquities nobility halle hospitals taxa hostile flower en japanese ecole directory grapes constantin bail swiss dioxide lasers shall biased welcomed communication mandela arsenal ethanol iain overview corpus annals painters continuity niccolo amid khorasan	147	1.10	4749.47	100.0	2.0	100.0	11.0
4	40	14	shoreline luggage underneath insurance	stimulating pray country wines reactors https chevy crafts meets largest mindanao repression circuits jay elaborate misleading same emphasize protections kings victor salman issued voter requirements drank louvre blossoms nec whole complexion wears splendid ignorant copies olive gilded	139	1.63	4713.95	99.6	1.4	99.8	9.6
4	40	15	citizenship provinces democrats gastropod	treating roots guadalajara fucking coasts mom rallied mollusk herbal yard archipelago drying faster premier nutrition pavilion worm substances genetic maternity ignition relative irrigation philippines substrates taste also republicans shortlisted scientists carrying www omnibus gov emergency exercises exchanged	155	1.01	5167.41	100.0	5.4	100.0	17.4
4	40	16	outdoors healing absorption arrest	bwf speaker mule continental snapping deliveries arrest mushrooms amp hydra under sheer avenues wines champagne lean combat dressing precisely adverse received pill reporters fire workplace hike libre airports breathing ankles	88	3.70	4170.71	98.6	1.2	99.0	9.0
4	40	17	panama astoria ware oro	conan witch glowed try chests lamps courts fire someplace full dec jc secure priests salman acids attract boat table mayhem columbian oro wardrobe coupled vitamin en arranged dina calcium	105	2.60	4007.68	99.2	1.4	100.0	10.4
4	40	18	night peoples amenities hearth	transformation ferns pin dye shaped transitional mine anthony ordination bitten colorful sesame hearth fauna colorful craft foods mint ask ochreous ins respects grounded tones asian dying toll bulls protecting owes grey inclined connection fibre tech iec gig	134	1.78	3610.43	99.6	2.4	100.0	14.4
4	40	19	argus clue potter	cycling olympics pier radiation ph larger habitat worth clan buried spectrum spectrum costumes	44	81.26	1893.76	2.2	0.2	80.6	6.6
4	40	20	grooves sabbath exhaustion chips	neutron hog dirty colours neutron adequate violence gangs drones oceans provinces knighted strengthen away radiation eruptions venues striking grow smoke ban bearing breathing chips festivals illness arrangements socket	98	1.42	3829.93	99.8	3.2	100.0	11.0
4	40	21	householder reporters boardwalk optic	vineyards consoles canons courtyard makes mast boom planes frequency sees safety backing fascinating cords partner explosions separate shops plain hydro golf affair mixtape other aristocracy photographs added rotten sociologist boardwalk	101	1.82	2690.17	99.2	2.2	99.8	14.8
4	40	22	indians heidelberg airmen elijah	whisky bp museums confirmation aboriginal peacekeeping airports restaurants meal elijah balanced germans fatigue round pattern explains myths clears harp crews neighboring luftwaffe nor	76	5.72	3888.19	89.2	1.0	99.8	8.4
4	40	23	offence loss trauma automobiles	fuss translated ancestral fishes chair researchers hedges clit accelerate copper minded among rainfall rainfall plain rainfall condition check arrondissement trees ie risks pr immersion inline puck outrageous tung theater ensembles revived phantom thread which crash arcade epidemic substances belongs winston	170	1.04	4866.71	100.0	3.2	100.0	12.4
4	40	24	prehistoric file signifies hearth	abbott elders or nobles churches canons industries shaft castles dictionary partnerships huey summons wherein read contents avenues namely movies language conditioning depending rom peaceful amidst rugged during rainy outdoors fauna olympics	89	2.19	5012.55	98.4	1.4	100.0	7.0
4	50	0	ear sacrifice carthage augusta	battleship galleries ear think theater gods graves antiquity whoever think obey ballot sinn monuments justices carthage milk highlighting soup tennis brains inheritance augusta emission area rises overall cycles fall sufficiently shed hm schedule wig	114	1.77	4233.13	99.6	1.6	100.0	9.4
4	50	1	empire valor ware pulpit	monkey wta kingdoms movie bounty historical footage yusuf whig fm plural seniors prefer steak sweet animal green acids giggles richer careful consulate gather neat nico ahmed fares photographed miscellaneous camel mold gliding hide sheltered ample water relaxing patio pure nose	124	2.26	3918.37	99.2	4.2	99.8	15.6
4	50	2	goin doping athletes aroma	natural royalty astronomical nausea dated scent scrubbed cycling herbert hope praying sad acids alternating film altitude graduated stabilization pot parental flea reptiles cops computers bureaucracy ivory roasted traditional mod picture doping chef evacuated wine smoke	89	3.23	2999.51	98.0	1.4	100.0	11.8
4	50	3	graves poole undisclosed metre	cu cessna eine pic jesse elect biologist reproduced upgrade homo panels messy gotten auction stricken hydrogen excess nazis wider drum flowing keeps capital poole theatre bombing dull often funeral hospitals thorough military opportunity heavier boats questionable submarines rather choirs nor spa	109	2.89	4464.44	98.4	1.2	99.8	10.8
4	50	4	civilizations unsafe franks insurance	raining seo lanterns lynne tightening fence cooled salsa candles sgt elements kinds hide hose safety militias jacobite camden sanitary tastes questionable reproductive symmetry thematic gardens levi opened pops baltimore re rains continuity scientology derive plains stale flowing comparing seat plaintiffs sheep costly neural phenomena approximately rows thence roasted	231	1.00	4516.45	100.0	5.6	100.0	19.6
4	50	5	attorney amenities sedan wires	transformation voluntary nhs fossil cream legislatures quaker scarcely persuaded strong apologetic drugs feathers presidents stitch contrary lacks coupled authorization jewelry sticky hairy growth chiefly salt forests boardwalk teeth uv maru enjoy reservations match somebody anaheim natural med naga brasil roots add guest	127	1.31	4123.13	99.8	0.8	100.0	9.4
4	50	6	oils cooling psychologist wwii	milky alike coventry voter morrow renewed stronger truth though huh robin parliament tentatively una stew with kind supper neither crap gut insurrection fascist nonetheless oils instructors crystals peppers corn civilian posted reich dear mold chocolate during main hangar overboard preceding hum tuna philipp	134	3.01	4402.86	98.0	2.8	100.0	17.6
4	50	7	fight followed mixtape bury	geo showers tear unanimous fancy sunken areas richly cemeteries flea along darker political runoff current bring deeper battles vip slam theft bug tributary noir hydrogen grow dense isaac raw tonnes cell csa bigger jamie proof seas spaghetti arrow representation runes filing divisions	124	1.84	5161.25	99.8	1.4	100.0	9.4
4	50	8	hose crore hence professionals	hose hockey cremated elevation till boating immigrants caste marine gears pull floated beans sloppy tell quoted coined swift connectivity masjid moderate outta reigns alive corruption preserved beers surrounding judiciary habitat quoted	77	3.10	4168.93	98.4	0.6	99.8	5.8
4	50	9	arrest artwork healing reel	imperial awkward curry pot respecting circle secure ceremonial vegetables robes regal elaborate socks direct good heal violence martial appetite mule zu ballot authorization fe frankenstein decorated fishing with cinnamon deco incredible ash sur eugen enjoyed think halls viewers letters canon	138	1.53	3847.70	99.8	7.0	99.8	21.6
4	50	10	drama nissan beaux gospels	ski berber bbc cancer dug elsewhere submarines fascinating germanic beta pocket past chilling cruises weddings rodeo carriage aus honoring degrees golf parisian pot steam secluded muffled chevy relaxing choir into discovery social acre nissan	92	2.01	3196.81	98.8	5.2	100.0	18.6
4	50	11	livelihood cebu commenced hercules	repetitive heartbeat peripheral drink nausea carriage cycles glare officers indicators frequency bump gm stalls joao noun employ sour ra opener propellers skirts unprecedented cebu testify considerable excellent dies from departing merritt sponsoring potion mean	84	1.79	4740.45	98.8	0.4	100.0	4.6
4	50	12	crore etched	cremated imagery sr playhouse dated breadth versa amidst cemetery sour marine arcs transportation midway armour capturing recorder conservation evolved continuous yard airfield ref semiconductor	52	8.54	2881.99	86.8	0.8	99.4	5.4
4	50	13	podium doping governorate vera	ethnicity festivals equestrian peerage syrian rica lacked salts corn verdi libel plea noir pet sava veto zee mountainous ventral electronically liberal doping jail throughout careers nor increase disturbances epa zion speakers show molecular vessels compare perspectives	96	2.89	4395.77	98.6	0.2	100.0	5.8
4	50	14	op augusta vera tombstone	scrolls grooves exhaust speeds treated rabbit entertain andes deprivation battery splashed aboard aboard themed plane shells images grow radioactive lcd an augusta leaked mythical deaths renewed bear span jet floral slightly	108	2.31	3298.16	99.2	2.8	100.0	17.2
4	50	15	behalf bonus dissipated surfaces	que congresses notre raphael dyke guadalajara genus nationale rent juliana translated baptized races maternity strawberry yoo purse sticky growing via thyroid forgiveness possibilities jew god sent basically fireplace obligation interesting sloppy weaving learned paralysis airports can slot areas skier bases forbid cliffs airports whereas rows	172	2.73	5744.36	98.6	3.2	99.4	15.2
4	50	16	naturalized soaking bark substitution	fetal immensely lean groin nap scandals hair predators barking conversations up stew until laid tucked murder brains preparing troops plain lion thinner tuna royal wine subtropical pot conserved extra grace contraction hut csa	89	2.69	3402.50	98.8	4.4	99.8	19.8
4	50	17	dive learners enveloped commenced	boulevard bladder immediate managed stress appropriated sleep altitude charging past shields clean bathing draws schools breadth card hooks octopus tanks rather accidents remained evangelical https cite mater majority neo rolls significant revival juris diaspora gibbons chiefly torture histories	105	1.16	5164.80	99.8	2.0	100.0	8.0
4	50	18	poole lex discovery beaux	pow vessels mapped lu ballistic or thick gin folks pri harder somerville pink lady quieter enough generic lego chairs plain amazing lex whose cord opener dogg peanut goth antics scouting curtain census had pei pale papa crazed libre deux piercing until motions speak poole	126	1.58	4628.42	99.0	2.2	100.0	14.0
4	50	19	resources myrtle adults strand	airlines cartoons quieter greater myrtle base banners cricket twigs treatments wine jokes cy told em reelected fluorescent equipped discarded beans loaf repairing cabin bien rfc eaten jet dividing spaceship officer	74	2.70	3108.56	98.0	1.4	100.0	11.4
4	50	20	attorneys alongside lastly amongst	modelled corn tame asbestos regulated tolerance continuous cycles also smooth dark bela richer hop wilkes though horned sealing frozen bragg before arenas amidst censorship distinction historian pas armies preceding alongside seventy bias alternate journalists	99	1.46	4437.60	99.4	0.8	100.0	6.8
